"age","income","education","employed","raw.income","degree","fouryrdegree"
0,385720,0,NA,385720,"no 4-year degree",0
36,385720,18,1,385720,"4-year degree",1
34,385720,20,1,385720,"4-year degree",1
72,843782,20,1,843782,"4-year degree",1
41,843782,20,1,843782,"4-year degree",1
6,843782,0,NA,843782,"no 4-year degree",0
40,96188,20,1,96188,"4-year degree",1
76,96188,12,NA,96188,"no 4-year degree",0
77,0,12,NA,0,"no 4-year degree",0
43,179030,12,1,179030,"no 4-year degree",0
49,310012,16,1,310012,"4-year degree",1
10,310012,0,NA,310012,"no 4-year degree",0
57,310012,12,1,310012,"no 4-year degree",0
39,150801,18,1,150801,"4-year degree",1
40,182104,18,1,182104,"4-year degree",1
37,182104,18,1,182104,"4-year degree",1
6,182104,0,NA,182104,"no 4-year degree",0
5,182104,0,NA,182104,"no 4-year degree",0
52,50000,14,1,50000,"no 4-year degree",0
53,50480,16,1,50480,"4-year degree",1
32,110113,16,1,110113,"4-year degree",1
33,110113,18,1,110113,"4-year degree",1
32,468411,18,1,468411,"4-year degree",1
38,468411,16,1,468411,"4-year degree",1
36,96505,18,1,96505,"4-year degree",1
59,0,11,0,0,"no 4-year degree",0
43,361956,16,1,361956,"4-year degree",1
33,361956,16,1,361956,"4-year degree",1
6,361956,0,NA,361956,"no 4-year degree",0
2,361956,0,NA,361956,"no 4-year degree",0
28,40197,20,1,40197,"4-year degree",1
59,443173,18,1,443173,"4-year degree",1
56,443173,18,1,443173,"4-year degree",1
18,443173,11,NA,443173,"no 4-year degree",0
14,443173,0,NA,443173,"no 4-year degree",0
14,443173,0,NA,443173,"no 4-year degree",0
